ID,CommentsAssociated,CommentsAssociatedLabel
8711,"/** * Returns the {@link Method} instance for {@link * #testSubList_subListRemoveAffectsOriginalLargeList()} so that tests of {@link * CopyOnWriteArrayList} can suppress it with {@code * FeatureSpecificTestSuiteBuilder.suppressing()} until <a * href=""http://bugs.sun.com/bugdatabase/view_bug.do?bug_id=6570575"">Sun bug 6570575</a> is fixed. */[[SEP]]// reflection",1
21698,// Update state to ANALYZING and start process[[SEP]]// TODO This could fail with errors. In that case we get stuck with the copied index.// We could delete the index in case of failure or we could try building the factory before reindexing// to catch the error early on.[[SEP]]// First we need to refresh the dest index to ensure data is searchable in case the job// was stopped after reindexing was complete but before the index was refreshed.,1
3067,/** * Seek the start position by using message publish time. */,0
10364,/** * Maximum number of processed documents. Defaults to processing all * documents. * @deprecated please use maxDocs(int) instead. */,1
1262,// expect[[SEP]]// when// <-- used[[SEP]]// <-- unused[[SEP]]// <-- arg mismatch,1
24978,// Data with no x-range is not well sorted and odd choices occur for the first triangle tree node,0
4052,"/** * @deprecated as of 1.485 *      {@link RunList}, despite its name, should be really used as {@link Iterable}, not as {@link List}. */",1
22062,/** * Returns completion hints for the given statement at the given cursor position. The completion * happens case insensitively. * * @param statement Partial or slightly incorrect SQL statement * @param position cursor position * @return completion hints that fit at the current cursor position * @deprecated Will be removed in the next release */,1
1250,/** * Returns all the registered {@link BuildStepListener}s. */[[SEP]]// TODO should have a null-safe version when Jenkins.getInstanceOrNull() is null; would require changes in ExtensionList,1
7371,/** * Get a single scope from the available options or throw a {@link DefinitionException} explaining * where the annotations conflict. * * @param clazz The class annotated with the scopes * @param scopes The scopes from the class and its stereotypes * @param scopeStereotypes The stereotype annotations that declared the conflicting scopes * @return The scope for the target class */[[SEP]]// Spring default,0
2437,/** * Performs hudson downgrade. */,0
3586,/** * Read stream data from current stream only. * <p> * Usage examples: * <pre> * Map result = stream.read(StreamReadArgs.greaterThan(id)); * </pre> * <pre> * Map result = stream.read(StreamReadArgs.greaterThan(id) *                                 .count(100) *                                 .timeout(Duration.ofSeconds(5)))); * </pre> * * @param args - method arguments object * @return stream data mapped by Stream Message ID */,0
8478,/** * The roots of the path tree. * * @return roots of the path tree */,0
8534,// TODO this feels like it is for tests but it has escaped,1
12649,"/** * This method is only called by tests and by event-deserialization, like checkpoint barriers. * Because such events are not used for bounded intermediate results, this method currently * executes only in tests. */[[SEP]]// this is not very pretty, but given that this code runs only in tests// the exception wrapping here is simpler than updating the method signature// to declare IOExceptions, as would be necessary for a proper ""lazy buffer"".",1
8718,// noinspection SuspiciousMethodCalls,0
541,/** * Uploads a plugin. */[[SEP]]// this is a URL deployment[[SEP]]// this is a file upload[[SEP]]// we allow the upload of the new jpi's and the legacy hpi's[[SEP]]// first copy into a temporary file name[[SEP]]// TODO Remove this workaround after FILEUPLOAD-293 is resolved.[[SEP]]// Exception thrown is too generic so at least limit the scope where it can occur[[SEP]]// now we get to parse it![[SEP]]// should have name:version[;resolution:=optional][[SEP]]// Now create a dummy plugin that we can dynamically load (the InstallationJob will force a restart if one is needed):[[SEP]]// unused but mandatory,1
2307,/** * Serializes the value of the incoming element to a byte array. * * @param element The incoming element to be serialized * @return the value of the element as a byte array */,0
7162,"/** * Retrieves the Unicode code point value at the {@code index}. * * @param index the index to the {@code char} code unit. * @return the Unicode code point value. * @throws IndexOutOfBoundsException if {@code index} is negative or greater than or equal to {@link #length()}. * @see Character * @see Character#codePointAt(char[], int, int) * @since 1.5 */",0
16907,"/*     * We always hold the mutex when calling this. TODO(cpovirk): Is that important? Perhaps we need     * to guarantee that each call to reserveEarliestAvailable, etc. sees a value >= the previous?     * Also, is it OK that we don't hold the mutex when sleeping?     */",1
1551,"/** * Goes though the tabref tree and finds the alias for the table. Once found, it records the * table name-> alias association in aliasToTabs. It also makes an association from the alias to * the table AST in parse info. */[[SEP]]// For each table reference get the table name// and the alias (if alias is not present, the table name// is used as an alias)[[SEP]]// We get the information from Calcite.[[SEP]]// If the alias is already there then we have a conflict[[SEP]]// TODO: For now only support sampling on up to two columns// Need to change it to list of columns[[SEP]]// Insert this map into the stats[[SEP]]// if alias to CTE contains the table name, we do not do the translation because// cte is actually a subquery.",1
4789,// TODO Auto-generated catch block,1
2001,/** * Sets the current clip values * * @param x the x value * @param y the y value * @param width the width value * @param height the height value */,0
12042,"/** * Ensures the truth of an expression involving the state of the calling instance, but not * involving any parameters to the calling method. * * @param expression a boolean expression * @param errorMessageTemplate a template for the exception message should the check fail. The *     message is formed by replacing each {@code %s} placeholder in the template with an *     argument. These are matched by position - the first {@code %s} gets {@code *     errorMessageArgs[0]}, etc. Unmatched arguments will be appended to the formatted message in *     square braces. Unmatched placeholders will be left as-is. * @param errorMessageArgs the arguments to be substituted into the message template. Arguments *     are converted to strings using {@link String#valueOf(Object)}. * @throws IllegalStateException if {@code expression} is false * @see Verify#verify Verify.verify() */[[SEP]]/*       * TODO(cpovirk): Consider removing @CheckForNull here, as we've done with the other methods'       * errorMessageTemplate parameters: It it unlikely that callers intend for their string       * template to be null (though we do handle that case gracefully at runtime). I've left this       * one as it is because one of our users has defined a wrapper API around Preconditions,       * declaring a checkState method that accepts a possibly null template. So we'd need to update       * that user first.       */",1
23881,"/** * Perform a single {@code read()} from {@code inputStream} into {@code copyBuffer}, handling an EOF by throwing an {@link EOFException} * rather than returning {@code -1}. Returns the number of bytes read, which is always positive. * * Most of its arguments are there simply to make the message of the {@link EOFException} more informative. */",0
2421,"// if the snapshot implementation doesn't wait until all pending records are flushed, we// should fail the test",0
5024,/** * Gets the timestamp when the last inactivity evaluation was made. */,0
22701,/** * @deprecated This method will be removed in future versions as it uses the old type system. It *     is recommended to use {@link #getFieldDataType(int)} instead which uses the new type *     system based on {@link DataTypes}. Please make sure to use either the old or the new type *     system consistently to avoid unintended behavior. See the website documentation for more *     information. */,1
23074,"/** * Looks up the output for this input, or null if the input is not accepted. */[[SEP]]// TODO: would be nice not to alloc this on every lookup[[SEP]]// Accumulate output as we go",1
3138,/** * @deprecated Use {@link ExoPlayer.Builder#setLoadControl(LoadControl)} instead. */,1
1341,/** * Called by {@link Executor} to kill excessive executors from this computer. */[[SEP]]// TODO confirm safe to assume non-null and use getInstance()[[SEP]]// JENKINS-28840 if we couldn't get the lock push the operation to a separate thread to avoid deadlocks,1
2438,/** * Returns true if the subject has any value. * <p>The method is thread-safe. * @return true if the subject has any value */,0
4584,/** * Checks if container uses UTF-8 to decode URLs. See * http://wiki.jenkins-ci.org/display/JENKINS/Tomcat#Tomcat-i18n * @deprecated use {@link URICheckEncodingMonitor#doCheckURIEncoding(StaplerRequest)} */,1
6044,"// This test is to catch the mistake with naive implementation of swapping adjacent windows without recursions, e.g.:// sorting of B,D,A,C descending should result in D,C,B,A but when swap is applied to adjacent windows only without recursions, then:// B,D is swapped, resulting in D,B,A,C, then B and A are in correct order, lastly A and C is swapped resulting in// D,B,C,A instead of D,C,B,A// The order of windows by partition key is:// 1st - windowE// 2nd - windowC// 3rd - windowA// 4th - windowD[[SEP]]// should be anyTree(LINEITEM_TABLESCAN_DOQRST) but anyTree does not handle zero nodes case correctly",1
424,"/** * registers the generated application class for reflection, needed when launching via the Quarkus launcher */",0
2123,/** * Stores the specified <code>value</code> mapped by <code>key</code> * only if mapping already exists. * <p> * If {@link MapWriter} is defined then new map entry is stored in write-through mode. * * @param key - map key * @param value - map value * @return <code>null</code> if key is doesn't exists in the hash and value hasn't been set. *         Previous value if key already exists in the hash and new value has been stored. */,0
7800,"/** * Configures the delimiter that separates the fields within a row. The comma character ({@code * ','}) is used by default. * * @param delimiter The delimiter that separates the fields in one row. * @return The CSV reader instance itself, to allow for fluent function chaining. * @deprecated Please use {@link #fieldDelimiter(String)}. */",1
1389,// when[[SEP]]// then unnecessary stubbing flags method only on the strict stubbing:[[SEP]]// good enough to prove that we're flagging just one unnecessary stubbing:[[SEP]]// TODO 792: this assertion is duplicated with StrictnessPerMockTest,1
2761,// not required,1
2241,"/** * Truncates a sequence of ASCII characters to a maximum length. * * <p>This preserves span styling in the {@link CharSequence}. If that's not important, use {@link * Ascii#truncate(CharSequence, int, String)}. * * <p><b>Note:</b> This is not safe to use in general on Unicode text because it may separate * characters from combining characters or split up surrogate pairs. * * @param sequence The character sequence to truncate. * @param maxLength The max length to truncate to. * @return {@code sequence} directly if {@code sequence.length() <= maxLength}, otherwise {@code *     sequence.subsequence(0, maxLength}. */",0
12186,"/** * Propagates {@code throwable} exactly as-is, if and only if it is an instance of {@code * declaredType}. Example usage: * * <pre> * try { *   someMethodThatCouldThrowAnything(); * } catch (IKnowWhatToDoWithThisException e) { *   handle(e); * } catch (Throwable t) { *   Throwables.propagateIfInstanceOf(t, IOException.class); *   Throwables.propagateIfInstanceOf(t, SQLException.class); *   throw Throwables.propagate(t); * } * </pre> * * @deprecated Use {@link #throwIfInstanceOf}, which has the same behavior but rejects {@code *     null}. */[[SEP]]// throwIfInstanceOf",1
9955,/** * Gets whether the query builder will ignore unmapped fields (and run a * {@link MatchNoDocsQuery} in place of this query) or throw an exception if * the field is unmapped. */,0
15356,"/** * Reads all characters from a file into a {@link String}, using the given character set. * * @param file the file to read from * @param charset the charset used to decode the input stream; see {@link StandardCharsets} for *     helpful predefined constants * @return a string containing all the characters from the file * @throws IOException if an I/O error occurs * @deprecated Prefer {@code asCharSource(file, charset).read()}. */",1
24942,// Disable merges to control the files that are used in this tests,0
10322,// --------------------------------------------------------------------------------------------[[SEP]]/** * Gets the operator (here the {@link PartialSolutionPlaceHolder}) that is represented by this * optimizer node. * * @return The operator represented by this optimizer node. */,0
15546,"/** * Returns the sum of {@code a} and {@code b}, provided it does not overflow. * * @throws ArithmeticException if {@code a + b} overflows in signed {@code long} arithmetic */[[SEP]]// TODO",1
5364,"/** * Execute the command <a href=""https://redis.io/commands/rpoplpush"">RPOPLPUSH</a>. * Summary: Remove the last element in a list, prepend it to another list and return it * Group: list * Requires Redis 1.2.0 * * @param source the key * @param destination the key * @deprecated See https://redis.io/commands/rpoplpush */",1
13613,/** * @deprecated work against the LogicalScopeProvider interface instead. */,1
13414,/** * Adds a field to load from the doc values and return as part of the * search request. */,0
5886,"/** * When wrapping is enabled, the number of rows may be > 1. */",0
911,"// todo: ""moduleName@version/""",1
16190,"/** * Returns an {@code UnsignedLong} corresponding to a given bit representation. The argument is * interpreted as an unsigned 64-bit value. Specifically, the sign bit of {@code bits} is * interpreted as a normal bit, and all other bits are treated as usual. * * <p>If the argument is nonnegative, the returned result will be equal to {@code bits}, * otherwise, the result will be equal to {@code 2^64 + bits}. * * <p>To represent decimal constants less than {@code 2^63}, consider {@link #valueOf(long)} * instead. * * @since 14.0 */[[SEP]]// TODO(lowasser): consider caching small values, like Long.valueOf",1
667,// TODO: Remove when we fix intermediate types on aggregations.,1
7996,"// lookup the injection points, adding any errors to the binder's errors list",0
806,"/** * @return A {@link KeyTemplate} that generates new instances of RSA-SSA-PSS key pairs with the *     following parameters: *     <ul> *       <li>Signature hash: SHA512. *       <li>MGF1 hash: SHA512. *       <li>Salt length: 64 (i.e., SHA512's output length). *       <li>Modulus size: 4096 bit. *       <li>Public exponent: 65537 (aka F4). *       <li>Prefix type: {@link KeyTemplate.OutputPrefixType#TINK}. *     </ul> * @deprecated use {@code KeyTemplates.get(""RSA_SSA_PSS_4096_SHA512_F4"")} */[[SEP]]/*saltLength=*/[[SEP]]/*modulusSize=*/",1
13420,/** * Not supported. Use {@code ImmutableSortedMap.copyOf(ImmutableMap.ofEntries(...))}. * * @deprecated Use {@code ImmutableSortedMap.copyOf(ImmutableMap.ofEntries(...))}. */,1
25267,// no-op,0
10307,// hack: assume 1k loops (much cheaper than the streamed variant!),1
10850,// TODO,1
6001,"/** * For flick scroll, sets the overscroll distance in pixels and the speed it returns to the widget's bounds in seconds. * Default is 50, 30, 200. */",0
2660,"// try to get the next batch[[SEP]]// Add an empty split in case no splits have been produced for the source.// For source operators, they never take input, but they may produce output.// This is well handled by Presto execution engine.// However, there are certain non-source operators that may produce output without any input,// for example, 1) an AggregationOperator, 2) a HashAggregationOperator where one of the grouping sets is ().// Scheduling an empty split kicks off necessary driver instantiation to make this work.[[SEP]]// calculate placements for splits[[SEP]]// remove splits with successful placements// AbstractSet.removeAll performs terribly here.[[SEP]]// if not completed placed, mark scheduleGroup as blocked on placement[[SEP]]// if no new splits will be assigned, update state and attach completion event[[SEP]]// assign the splits with successful placements[[SEP]]// Assert that ""placement future is not done"" implies ""pendingSplits is not empty"".// The other way around is not true. One obvious reason is (un)lucky timing, where the placement is unblocked between `computeAssignments` and this line.// However, there are other reasons that could lead to this.// Note that `computeAssignments` is quite broken:// 1. It always returns a completed future when there are no tasks, regardless of whether all nodes are blocked.// 2. The returned future will only be completed when a node with an assigned task becomes unblocked. Other nodes don't trigger future completion.// As a result, to avoid busy loops caused by 1, we check pendingSplits.isEmpty() instead of placementFuture.isDone() here.[[SEP]]// * `splitSource.isFinished` invocation may fail after `splitSource.close` has been invoked.// If state is NO_MORE_SPLITS/FINISHED, splitSource.isFinished has previously returned true, and splitSource is closed now.// * Even if `splitSource.isFinished()` return true, it is not necessarily safe to tear down the split source.// * If anyBlockedOnNextSplitBatch is true, it means we have not checked out the recently completed nextSplitBatch futures,// which may contain recently published splits. We must not ignore those.// * If any scheduleGroup is still in DISCOVERING_SPLITS state, it means it hasn't realized that there will be no more splits.// Next time it invokes getNextBatch, it will realize that. However, the invocation will fail we tear down splitSource now.//// Since grouped execution is going to support failure recovery, and scheduled splits might have to be rescheduled during retry,// we can no longer claim schedule is complete after all splits are scheduled.// Splits schedule can only be considered as finished when all lifespan executions are done// (by calling `notifyAllLifespansFinishedExecution`)[[SEP]]// We have not scheduled a single split so far.// But this shouldn't be possible. See usage of EmptySplit in this method.[[SEP]]// fall through[[SEP]]// fall through[[SEP]]// In a broadcast join, output buffers of the tasks in build source stage have to// hold onto all data produced before probe side task scheduling finishes,// even if the data is acknowledged by all known consumers. This is because// new consumers may be added until the probe side task scheduling finishes.//// As a result, the following line is necessary to prevent deadlock// due to neither build nor probe can make any progress.// The build side blocks due to a full output buffer.// In the meantime the probe side split cannot be consumed since// builder side hash table construction has not finished.//// TODO: When SourcePartitionedScheduler is used as a SourceScheduler, it shouldn't need to worry about// task scheduling and creation -- these are done by the StageScheduler.",1
1352,"// Generate GB plan.[[SEP]]// 1. Gather GB Expressions (AST) (GB + Aggregations)// NOTE: Multi Insert is not supported[[SEP]]// Select DISTINCT + windowing; GBy handled by genSelectForWindowing[[SEP]]// 2. Sanity check[[SEP]]// 3. Input, Output Row Resolvers[[SEP]]// 4. Construct GB Keys (ExprNode)[[SEP]]// 5. GroupingSets, Cube, Rollup[[SEP]]// 6. Construct aggregation function Info[[SEP]]// 6.1 Determine type of UDAF// This is the GenericUDAF name[[SEP]]// 6.2 Convert UDAF Params to ExprNodeDesc[[SEP]]// 7. If GroupingSets, Cube, Rollup were used, we account grouping__id// GROUPING__ID is also required by the GROUPING function, so let's always add it for// grouping sets[[SEP]]// flink grouping_id's return type is bigint[[SEP]]// 8. We create the group_by operator",0
1196,// todo: do we need the number of columns for 'relnatts'?,1
25132,"// converts the expanded expression to conjunctive normal form,// like ""(a AND b) OR c"" will be converted to ""(a OR c) AND (b OR c)""[[SEP]]// converts the cnf condition to a list of AND conditions[[SEP]]// `true` for RexNode is supported correlation condition,// `false` for RexNode is unsupported correlation condition,// `null` for RexNode is not a correlation condition.[[SEP]]// we do not support nested correlation variables in SubQuery, such as:// select * from t1 where exists(select * from t2 where t1.a = t2.c and t1.b// in (select t3.d from t3)[[SEP]]// TODO supports correlation variable with OR// return call.op.getKind() != SqlKind.OR || !result.contains(null);",1
2616, ,0
5275,// menu.add(ActionFactory.SELECT_ALL.create(UIUtils.getActiveWorkbenchWindow()));,0
15853,// TODO(kevinb): consider making this public,1
135,/** * 1. Filters cookies with the given prefix * 2. Removes the prefix */,0
21839,/** * Get the instance of the held JobManager. * * @return job manager instance * @throws ElasticsearchException if holder has been created with the empty constructor */,0
8336,// should work,0
7711,"/** * Handles an emsg atom (defined in 23009-1). */[[SEP]]// Only set if version == 0[[SEP]]/*offset=*/[[SEP]]// Output the sample data.[[SEP]]// Output the sample metadata.[[SEP]]// We're processing a v0 emsg atom, which contains a presentation time delta, and cannot yet// calculate its absolute sample timestamp. Defer outputting the metadata until we can.[[SEP]]/* sampleTimeIsRelative= */[[SEP]]// We also need to defer outputting metadata if pendingMetadataSampleInfos is non-empty, else// we will output metadata for samples in the wrong order. See:// https://github.com/google/ExoPlayer/issues/9996.[[SEP]]/* sampleTimeIsRelative= */[[SEP]]// We can output the sample metadata immediately.[[SEP]]/* offset= */",0
2271,// We want to do heuristic cut (infinite range to finite range) ASAP and then do filtering on finite range.// We rely on 'and()' being processed left to right,0
4628,"/** * Add a separator row (no icon, no URL, no text). * * @since 2.340 */",0
9096,// don't re-schedule if the IndexService instance is closed or if the index is closed,0
18606,/** * Build the level index for the given node. * * @param node the node. * @param level level of the node. * @param keySegment memory segment of the key in the node. * @param keyOffset offset of the key in memory segment. * @param levelIndexHeader the head level index. * @param spaceAllocator the space allocator. */,0
225,// lexer.scanSymbol,0
24071,// domain info is captured[[SEP]]// API key is usable,0
3746,"// check if the result for the token have already been created[[SEP]]// Remove as many pages as possible from the exchange until just greater than DESIRED_RESULT_BYTES// NOTE: it is critical that query results are created for the pages removed from the exchange// client while holding the lock because the query may transition to the finished state when the// last page is removed.  If another thread observes this state before the response is cached// the pages will be lost.[[SEP]]// client implementations do not properly handle empty list of data[[SEP]]// get the query info before returning// force update if query manager is closed[[SEP]]// TODO: figure out a better way to do this// grab the update count for non-queries[[SEP]]// for queries with no output, return a fake result for clients that require it[[SEP]]// advance next token// only return a next if// (1) the query is not done AND the query state is not FAILED// OR// (2)there is more data to send (due to buffering)[[SEP]]// update catalog, schema, and path[[SEP]]// update setSessionProperties[[SEP]]// update setRoles[[SEP]]// update preparedStatements[[SEP]]// update startedTransactionId[[SEP]]// update sessionFunctions[[SEP]]// first time through, self is null[[SEP]]// cache the new result",1
14122,// Check if this task was banned before we start it.[[SEP]]// let's clean up the registration,0
210,"/*     * (non-Javadoc)     * @see java.util.concurrent.BlockingQueue#poll(long, java.util.concurrent.TimeUnit)     */",0
21936,"/** * Joins this {@link Table} with an user-defined {@link TableFunction}. This join is similar to * a SQL left outer join with ON TRUE predicate but works with a table function. Each row of the * table is joined with all rows produced by the table function. If the table function does not * produce any row, the outer row is padded with nulls. * * <p>Example: * * <pre>{@code * class MySplitUDTF extends TableFunction<String> { *   public void eval(String str) { *     str.split(""#"").forEach(this::collect); *   } * } * * TableFunction<String> split = new MySplitUDTF(); * tableEnv.registerFunction(""split"", split); * table.leftOuterJoinLateral(""split(c) as (s)"").select(""a, b, c, s""); * }</pre> * * @deprecated use {@link #leftOuterJoinLateral(Expression)} */",1
3081,/** * Executes Lua script stored in Redis scripts cache by SHA-1 digest * * @param <R> - type of result * @param mode - execution mode * @param shaDigest - SHA-1 digest * @param returnType - return type * @param keys - keys available through KEYS param in script * @param values - values available through VALUES param in script * @return result object */,0
19875,// randomise whether the node had valid attributes or not but make sure at least one node is valid,0
1283,// stubbing is done in main thread:[[SEP]]// stubbing is used in a different thread// stubbing should not be reported as unused by the runner,1
5136,"/** * User friendly display name for this telemetry collector, ideally localized. * * @return display name, never null or empty */",0
9772,// we already have a response// set it explicitly[[SEP]]// TCK says to use the entity type as generic type if we return a response[[SEP]]// TODO: super inefficient[[SEP]]// needed in order to preserve entity annotations[[SEP]]// this is a weird case where the response comes from the the rest-client[[SEP]]// avoid unnecessary copying of HTTP headers from the Builder to the Response[[SEP]]// we already have a response// set it explicitly[[SEP]]// TCK says to use the entity type as generic type if we return a response[[SEP]]// TODO: super inefficient[[SEP]]// needed in order to preserve entity annotations[[SEP]]// this is a weird case where the response comes from the the rest-client[[SEP]]// avoid unnecessary copying of HTTP headers from the Builder to the Response[[SEP]]// FIXME: custom status codes depending on method?[[SEP]]// FIXME: custom status codes depending on method?[[SEP]]// avoid unnecessary copying of HTTP headers from the Builder to the Response,1
6619,// this should get us a 204 which masks the original 405,0
7517,"/** * Checks that the two values are equal, and that their hashcodes are equal. */",0
4310,// TODO: WTF?,1
21801,"// TODO seems like this + lowercase + tokenize cjk + wordpiece could all be the same thing....[[SEP]]// keep all other attributes untouched[[SEP]]// not really needed, but for safety",1
4788,"// https://github.com/prestodb/presto/issues/11385// TPCH tables have a hidden ""row_number"" column, which triggers this bug.",1
2178,// assert that all values are good,0
3747,// because the test use Object ...,0
5123,/** * Drops the specified output buffer and releases it. * * @param outputBuffer The output buffer to drop. */[[SEP]]/* droppedInputBufferCount= */[[SEP]]/* droppedDecoderBufferCount= */,0
2222,"/** * Gets all the elements found in the list, or blocks until at least one element was added. This * method is similar as {@link #getBatchBlocking()}, but takes a number of milliseconds that the * method will maximally wait before returning. * * <p>This method never returns null, but an empty list, if the queue is empty when the method * is called and the request times out before an element was added. * * <p>The method throws an {@code IllegalStateException} if the queue is closed. Checking * whether the queue is open and removing the next element is one atomic operation. * * @param timeoutMillis The number of milliseconds to wait, at most. * @return A list with all elements in the queue, possible an empty list. * @throws IllegalStateException Thrown, if the queue is closed. * @throws InterruptedException Throw, if the thread is interrupted while waiting for an element *     to be added. */[[SEP]]// wait forever case",0
1029,"// TODO: optimise by copying column indexes, types of the columns used in SET clause in the UPDATE only",1
1207,// need this config check for native tests,0
12577,/** * Releases the partition writer which releases the produced data and no reader can consume the * partition any more. */,0
9110,/** * The first valid {@code @timestamp} for the index. */,0
1715,// hack to work around the metastore not being configured for S3 or other FS,1
5937,"/** * If scrolling was enabled ({@link SearchRequest#scroll(org.elasticsearch.search.Scroll)}, the * scroll id that can be used to continue scrolling. */",0
22380,"// The instantiated UDFs have been validated and cleaned when registering, just return// them// directly.[[SEP]]// TODO use classloader of catalog manager in the[[SEP]]// future",1
5506,"/** * Execute the command <a href=""https://redis.io/commands/zmpop"">ZMPOP</a>. * Summary: Remove and return members with scores in a sorted set * Group: sorted-set * Requires Redis 7.0.0 * <p> * The elements with the highest scores to be popped. * * @param keys the keys * @return The popped element (value / score), or {@code null} if no element can be popped. */",0
3158,/** * @deprecated Use {@link ExoPlayer.Builder#build()} instead. */,1
5770,"// todo enable when null output type is supported// assertExecute(""null"", null);",1
4997,/** * Gets a description of the characteristics of this file system. * * @deprecated this method is not used anymore. */,1
381,"/** * Created a {@link DeferredParameter} to load a complex object, such as a javabean or collection. This is basically * just an extension of {@link #loadObjectInstanceImpl(Object, Map, Class, boolean)} but it removes some of the more complex * code from that method. * * @param param The object to load * @param existing The existing object map * @param expectedType The expected type of the object * @param relaxedValidation * @return */[[SEP]]// a list of steps that are performed on the object after it has been created// we need to create all these first, to ensure the required objects have already// been deserialized[[SEP]]// if this is a collection we want to serialize every element[[SEP]]// each step can happen in a new method, so it is safe to do this[[SEP]]// handle the value serialization[[SEP]]// map works the same as collection[[SEP]]// check how the object is constructed[[SEP]]// used to resolve the parameter position for @RecordableConstructor[[SEP]]// check if the getter is ignored[[SEP]]// check if the matching field is ignored[[SEP]]// read only prop, we may still be able to do stuff with it if it is a collection[[SEP]]// special case, a collection with only a read method// we assume we can just add to the connection[[SEP]]// get the collection[[SEP]]// add the parameter// TODO: this is not guarded against large collections, probably not an issue in practice[[SEP]]// special case, a map with only a read method// we assume we can just add to the map// similar to how collection works above[[SEP]]// check if there is actually a field with the name[[SEP]]// if there is no underlying field then we ignore the property[[SEP]]// normal javabean property[[SEP]]// we just assume properties are null by default// TODO: is this a valid assumption? Should we check this by creating an instance?[[SEP]]// this is a weird situation where the reader and writer are different types// we iterate and try and find a valid setter method for the type we have// OpenAPI does some weird stuff like this[[SEP]]// now handle accessible fields[[SEP]]// check if the field is ignored[[SEP]]// create a deferred value to represet the object itself. This allows the creation to be split// over multiple methods, which is important if this is a large object[[SEP]]// do the creation[[SEP]]// list is a common special case, so let's handle it[[SEP]]// fallback for collection types, such as unmodifiableMap[[SEP]]// now return the actual deferred parameter that represents the result of construction[[SEP]]// this is where the object construction happens// first create the actual object[[SEP]]// then prepare the steps (i.e. creating the values to be placed into this object)[[SEP]]// now actually run the steps (i.e. actually stick the values into the object)[[SEP]]// just return the already created object",1
412,"/** * Returns the value to which the specified key is mapped, or {@code null} * if this map contains no mapping for the key. * * <p> * More formally, if this map contains a mapping from a key {@code k} to a * value {@code v} such that {@code (key==null ? k==null : * key.equals(k))}, then this method returns {@code v}; otherwise it returns * {@code null}. (There can be at most one such mapping.) * * <p> * A return value of {@code null} does not <i>necessarily</i> indicate that * the map contains no mapping for the key; it's also possible that the map * explicitly maps the key to {@code null}. The {@link #containsKey * containsKey} operation may be used to distinguish these two cases. * * @see #put(Object, Object) */",0
7743,// Immutable list does not allow nulls,0
11938,"// TODO(cpovirk): maybe make this look like the method call does (""Functions.compose(...)"")",1
4166,/** * @deprecated Use EllipseShapeBuilder.build instead. */,1
4246,"/** * Cancels anything that was previously scheduled, or else does nothing. * * @return Whether cancellation was successful. */",0
11200,// works but restarts coordinator with every test class,0
8363,"/*   * ForwardingFluentFuture needs to override those methods, so they are not final.   */",0
2131,/** * Visit a parse tree produced by the {@code instanceof} * labeled alternative in {@link PainlessParser#noncondexpression}. * @param ctx the parse tree * @return the visitor result */,0
3811,"// don't wait for initial state, we want to add the disruption while the cluster is forming",0
3260,// Here we use void monitor.// In real life entity columns SHOULD be already read so it doesn't matter// But I'm afraid that in some very special cases it does. Thant's too bad.,1
4856,// TODO Auto-generated catch block[[SEP]]// TODO Auto-generated catch block,1
26224,/** * Gets the largest timestamp that still belongs to this window. * * <p>This timestamp is identical to {@code getEnd() - 1}. * * @return The largest timestamp that still belongs to this window. * @see #getEnd() */,0
9183,/** * Returns all registered available codec names */,0
1119,"/** * Schedules a build of this project, and returns a {@link Future} object * to wait for the completion of the build. * * @param actions *      For the convenience of the caller, this collection can contain null, and those will be silently ignored. * @since 1.383 */",0
14092,"// Comparison and hashing[[SEP]]/** * Compares the specified object with this multiset for equality. Returns {@code true} if the * given object is also a multiset and contains equal elements with equal counts, regardless of * order. */[[SEP]]// TODO(kevinb): caveats about equivalence-relation?",1
1042,/** * Tries to read the header of the ciphertext. * @return true if the header has been fully read and false if not enough bytes were available *          from the ciphertext stream. * @throws IOException when an exception occurs while reading the ciphertextStream or when *         the header is too short. */[[SEP]]// TODO(b/74249330): Try to define the state of this.,1
1196,"// valid 0-arg returns[[SEP]]// datetype - add random as a// function valid with no// args// Not sure which, if any, of these are intended, but fixing them may break existing scripts[[SEP]]// synonyms for Slice[[SEP]]// synonyms for Slice",1
1419,"// CharSequence are mutable, but in this case CharSequences were used as map keys// hence I don't assume they would be mutable// todo: explore what happens when a table is renamed",1
130,"/** * @deprecated as of 1.356 *      Use and implement {@link #find(Class,Hudson)} that allows us to put some metadata. */",1
48,"/** * Gets a Boolean value indicating if the given value is in one of the Ranges in the given collection * * @param text Text object to check against the Range collection * @param ranges Ranges to look into * @return True if the text object is in one of the ranges, false otherwise */",0
9262,"// for clients it is enough to have @PATH annotations on methods only[[SEP]]// for clients it is also enough to only have @GET, @POST, etc on methods and no PATH whatsoever[[SEP]]// now index possible sub resources. These are all classes that have method annotations// that are not annotated @Path[[SEP]]// sub resources can also have just a path annotation// if they are 'intermediate' sub resources[[SEP]]// we need to also look for all sub classes and interfaces// they may have type variables that need to be handled[[SEP]]// FIXME: this isn't right wrt generics",1
9770,/** * Validate a test result. * * @param graph input graph * @param result expected {@link Result} * @param <T> graph ID type * @throws Exception on error */,0
631,/** * @deprecated */,1
4002,/** * Attempts to rewrite an RowExpression in terms of the symbols allowed by the symbol scope * given the known equalities. Returns null if unsuccessful. * This method checks if rewritten expression is non-deterministic. */,0
